,weekid,method,spot,districtid
3354,23.0,neighborhood,hot,233.0
3355,23.0,neighborhood,hot,235.0
3356,23.0,neighborhood,cold,238.0
3357,23.0,neighborhood,hot,239.0
3358,23.0,neighborhood,hot,243.0
3359,23.0,neighborhood,hot,244.0
3360,23.0,neighborhood,cold,245.0
3361,23.0,neighborhood,hot,246.0
3362,23.0,neighborhood,cold,248.0
3363,23.0,neighborhood,hot,252.0
3364,23.0,neighborhood,cold,254.0
3365,23.0,neighborhood,hot,257.0
3366,23.0,neighborhood,cold,262.0
3367,23.0,neighborhood,hot,267.0
3368,23.0,neighborhood,hot,269.0
3369,23.0,neighborhood,hot,270.0
3370,23.0,neighborhood,hot,272.0
3371,23.0,neighborhood,hot,273.0
3372,23.0,neighborhood,hot,274.0
3373,23.0,neighborhood,hot,278.0
3374,23.0,neighborhood,cold,280.0
3375,23.0,neighborhood,cold,289.0
3376,23.0,neighborhood,cold,290.0
3377,23.0,neighborhood,cold,295.0
3378,23.0,neighborhood,cold,297.0
3379,23.0,neighborhood,hot,305.0
3380,23.0,neighborhood,hot,306.0
3381,23.0,neighborhood,cold,308.0
3382,23.0,neighborhood,hot,309.0
3383,23.0,neighborhood,hot,315.0
3384,23.0,neighborhood,cold,318.0
3385,23.0,neighborhood,cold,319.0
3386,23.0,neighborhood,hot,322.0
3387,23.0,neighborhood,cold,324.0
3388,23.0,neighborhood,cold,325.0
3389,23.0,neighborhood,cold,327.0
3390,23.0,neighborhood,cold,329.0
3391,23.0,neighborhood,cold,334.0
3392,23.0,neighborhood,hot,335.0
3393,23.0,neighborhood,hot,336.0
3394,23.0,neighborhood,cold,337.0
3395,23.0,neighborhood,hot,338.0
3396,23.0,neighborhood,cold,339.0
3397,23.0,neighborhood,hot,343.0
3398,23.0,neighborhood,cold,345.0
3399,23.0,neighborhood,hot,347.0
3400,23.0,neighborhood,hot,358.0
3401,23.0,neighborhood,cold,359.0
3402,23.0,neighborhood,cold,360.0
3403,23.0,neighborhood,cold,362.0
3404,23.0,neighborhood,hot,363.0
3405,23.0,neighborhood,hot,366.0
3406,23.0,neighborhood,cold,370.0
3407,23.0,neighborhood,hot,379.0
3408,23.0,neighborhood,cold,382.0
3409,23.0,neighborhood,cold,386.0
3410,23.0,neighborhood,cold,393.0
3411,23.0,neighborhood,cold,394.0
3412,23.0,neighborhood,cold,395.0
3413,23.0,neighborhood,hot,400.0
3414,23.0,neighborhood,cold,405.0
3415,23.0,neighborhood,cold,407.0
3416,23.0,neighborhood,cold,408.0
3417,23.0,neighborhood,hot,409.0
3418,23.0,neighborhood,hot,412.0
3419,23.0,neighborhood,hot,413.0
3420,23.0,neighborhood,cold,415.0
3421,23.0,neighborhood,hot,419.0
3422,23.0,neighborhood,hot,420.0
3423,23.0,neighborhood,cold,424.0
3424,23.0,neighborhood,hot,429.0
3425,23.0,neighborhood,cold,431.0
3426,23.0,neighborhood,hot,433.0
3427,23.0,neighborhood,cold,434.0
3428,23.0,neighborhood,hot,435.0
3429,23.0,neighborhood,hot,439.0
3430,23.0,neighborhood,hot,440.0
3431,23.0,neighborhood,hot,441.0
3432,23.0,neighborhood,cold,446.0
3433,23.0,neighborhood,hot,450.0
3434,23.0,neighborhood,hot,451.0
3435,23.0,neighborhood,hot,454.0
3436,23.0,neighborhood,cold,458.0
3437,23.0,neighborhood,hot,463.0
3438,23.0,neighborhood,cold,466.0
3439,23.0,neighborhood,cold,471.0
3440,23.0,neighborhood,cold,473.0
3441,23.0,neighborhood,hot,481.0
3442,23.0,neighborhood,cold,484.0
3443,23.0,neighborhood,hot,487.0
3444,23.0,neighborhood,hot,489.0
3445,23.0,neighborhood,hot,490.0
3446,23.0,neighborhood,hot,495.0
3447,23.0,neighborhood,hot,496.0
3448,23.0,neighborhood,cold,499.0
3449,23.0,neighborhood,hot,500.0
3450,23.0,neighborhood,hot,505.0
3451,23.0,neighborhood,cold,506.0
3452,23.0,neighborhood,cold,511.0
3453,23.0,neighborhood,hot,512.0
3454,23.0,neighborhood,cold,513.0
3455,23.0,neighborhood,hot,514.0
3456,23.0,neighborhood,cold,515.0
3457,23.0,neighborhood,cold,516.0
3458,23.0,neighborhood,cold,518.0
3459,23.0,neighborhood,cold,524.0
3460,23.0,neighborhood,hot,527.0
3461,23.0,neighborhood,cold,528.0
3462,23.0,neighborhood,hot,531.0
3463,23.0,neighborhood,hot,536.0
3464,23.0,neighborhood,hot,537.0
3465,23.0,neighborhood,cold,539.0
3466,23.0,neighborhood,cold,540.0
3467,23.0,neighborhood,cold,542.0
3468,23.0,neighborhood,cold,543.0
3469,23.0,neighborhood,cold,544.0
3470,23.0,neighborhood,hot,548.0
3471,23.0,neighborhood,hot,549.0
3472,23.0,neighborhood,hot,550.0
3473,23.0,neighborhood,cold,552.0
3474,23.0,neighborhood,hot,553.0
3475,23.0,neighborhood,hot,557.0
3476,23.0,neighborhood,hot,563.0
3477,23.0,neighborhood,hot,566.0
3478,23.0,neighborhood,cold,569.0
3479,23.0,neighborhood,cold,571.0
3480,23.0,neighborhood,cold,572.0
3481,23.0,neighborhood,hot,575.0
3482,23.0,neighborhood,cold,578.0
3483,23.0,neighborhood,hot,584.0
3484,23.0,neighborhood,hot,585.0
3485,23.0,neighborhood,cold,586.0
3486,23.0,neighborhood,hot,588.0
3487,23.0,neighborhood,cold,590.0
3488,23.0,neighborhood,hot,592.0
3489,23.0,neighborhood,cold,594.0
3490,23.0,neighborhood,cold,595.0
3491,23.0,neighborhood,hot,597.0
3492,23.0,neighborhood,cold,601.0
3493,23.0,neighborhood,cold,605.0
3494,23.0,neighborhood,hot,613.0
3495,23.0,neighborhood,cold,616.0
3496,23.0,neighborhood,cold,617.0
3497,23.0,neighborhood,cold,619.0
3498,23.0,neighborhood,hot,623.0
3499,23.0,neighborhood,cold,625.0
3500,23.0,neighborhood,cold,629.0
3501,23.0,neighborhood,cold,632.0
3502,23.0,neighborhood,cold,633.0
3503,23.0,neighborhood,cold,635.0
3504,23.0,neighborhood,cold,640.0
3505,23.0,neighborhood,cold,641.0
3506,23.0,neighborhood,cold,648.0
3507,23.0,neighborhood,cold,649.0
3508,23.0,neighborhood,hot,652.0
3509,23.0,neighborhood,hot,653.0
3510,23.0,neighborhood,hot,657.0
3511,23.0,neighborhood,cold,658.0
3512,23.0,neighborhood,cold,659.0
3513,23.0,neighborhood,hot,660.0
3514,23.0,neighborhood,cold,664.0
3515,23.0,neighborhood,hot,670.0
3516,23.0,neighborhood,hot,672.0
3517,23.0,neighborhood,cold,675.0
3518,23.0,neighborhood,hot,679.0
3519,23.0,neighborhood,hot,686.0
3520,23.0,neighborhood,hot,689.0
3521,23.0,neighborhood,cold,692.0
3522,23.0,neighborhood,cold,694.0
3523,23.0,neighborhood,cold,695.0
3524,23.0,neighborhood,hot,697.0
3525,23.0,neighborhood,cold,699.0
3526,23.0,neighborhood,cold,700.0
3527,23.0,neighborhood,hot,702.0
3528,23.0,neighborhood,cold,703.0
3529,23.0,neighborhood,hot,705.0
3530,23.0,neighborhood,cold,708.0
3531,23.0,neighborhood,cold,714.0
3532,23.0,neighborhood,hot,717.0
3533,23.0,neighborhood,hot,720.0
3534,23.0,neighborhood,hot,724.0
3535,23.0,neighborhood,cold,726.0
3536,23.0,neighborhood,cold,729.0
3537,24.0,neighborhood,cold,101.0
3538,24.0,neighborhood,hot,103.0
3539,24.0,neighborhood,hot,105.0
3540,24.0,neighborhood,cold,107.0
3541,24.0,neighborhood,hot,108.0
3542,24.0,neighborhood,hot,109.0
3543,24.0,neighborhood,cold,110.0
3544,24.0,neighborhood,cold,121.0
3545,24.0,neighborhood,hot,122.0
3546,24.0,neighborhood,hot,126.0
3547,24.0,neighborhood,hot,127.0
3548,24.0,neighborhood,cold,128.0
3549,24.0,neighborhood,cold,131.0
3550,24.0,neighborhood,hot,135.0
3551,24.0,neighborhood,cold,137.0
3552,24.0,neighborhood,cold,138.0
3553,24.0,neighborhood,cold,146.0
3554,24.0,neighborhood,cold,148.0
3555,24.0,neighborhood,hot,152.0
3556,24.0,neighborhood,hot,161.0
3557,24.0,neighborhood,hot,167.0
3558,24.0,neighborhood,hot,168.0
3559,24.0,neighborhood,hot,172.0
3560,24.0,neighborhood,cold,174.0
3561,24.0,neighborhood,hot,176.0
3562,24.0,neighborhood,hot,181.0
3563,24.0,neighborhood,cold,182.0
3564,24.0,neighborhood,hot,185.0
3565,24.0,neighborhood,cold,186.0
3566,24.0,neighborhood,hot,187.0
3567,24.0,neighborhood,hot,190.0
3568,24.0,neighborhood,cold,191.0
3569,24.0,neighborhood,hot,192.0
3570,24.0,neighborhood,cold,194.0
3571,24.0,neighborhood,cold,195.0
3572,24.0,neighborhood,cold,202.0
3573,24.0,neighborhood,cold,206.0
3574,24.0,neighborhood,hot,209.0
3575,24.0,neighborhood,hot,211.0
3576,24.0,neighborhood,cold,212.0
3577,24.0,neighborhood,hot,214.0
3578,24.0,neighborhood,hot,215.0
3579,24.0,neighborhood,cold,220.0
3580,24.0,neighborhood,cold,221.0
3581,24.0,neighborhood,hot,223.0
3582,24.0,neighborhood,hot,226.0
3583,24.0,neighborhood,hot,228.0
3584,24.0,neighborhood,hot,229.0
3585,24.0,neighborhood,hot,233.0
3586,24.0,neighborhood,hot,234.0
3587,24.0,neighborhood,cold,235.0
3588,24.0,neighborhood,cold,238.0
3589,24.0,neighborhood,hot,239.0
3590,24.0,neighborhood,hot,243.0
3591,24.0,neighborhood,hot,244.0
3592,24.0,neighborhood,cold,245.0
3593,24.0,neighborhood,hot,255.0
3594,24.0,neighborhood,cold,257.0
3595,24.0,neighborhood,cold,262.0
3596,24.0,neighborhood,hot,268.0
3597,24.0,neighborhood,hot,269.0
3598,24.0,neighborhood,hot,270.0
3599,24.0,neighborhood,hot,272.0
3600,24.0,neighborhood,hot,273.0
3601,24.0,neighborhood,hot,274.0
3602,24.0,neighborhood,cold,277.0
3603,24.0,neighborhood,hot,278.0
3604,24.0,neighborhood,cold,283.0
3605,24.0,neighborhood,cold,289.0
3606,24.0,neighborhood,cold,290.0
3607,24.0,neighborhood,hot,295.0
3608,24.0,neighborhood,cold,297.0
3609,24.0,neighborhood,hot,299.0
3610,24.0,neighborhood,hot,303.0
3611,24.0,neighborhood,hot,307.0
3612,24.0,neighborhood,hot,309.0
3613,24.0,neighborhood,hot,313.0
3614,24.0,neighborhood,hot,315.0
3615,24.0,neighborhood,cold,318.0
3616,24.0,neighborhood,cold,319.0
3617,24.0,neighborhood,cold,320.0
3618,24.0,neighborhood,hot,322.0
3619,24.0,neighborhood,cold,325.0
3620,24.0,neighborhood,cold,327.0
3621,24.0,neighborhood,hot,328.0
3622,24.0,neighborhood,cold,329.0
3623,24.0,neighborhood,cold,334.0
3624,24.0,neighborhood,hot,335.0
3625,24.0,neighborhood,hot,336.0
3626,24.0,neighborhood,hot,338.0
3627,24.0,neighborhood,cold,339.0
3628,24.0,neighborhood,hot,341.0
3629,24.0,neighborhood,hot,343.0
3630,24.0,neighborhood,cold,345.0
3631,24.0,neighborhood,hot,347.0
3632,24.0,neighborhood,hot,348.0
3633,24.0,neighborhood,cold,349.0
3634,24.0,neighborhood,cold,352.0
3635,24.0,neighborhood,hot,355.0
3636,24.0,neighborhood,hot,358.0
3637,24.0,neighborhood,cold,359.0
3638,24.0,neighborhood,cold,360.0
3639,24.0,neighborhood,cold,361.0
3640,24.0,neighborhood,cold,362.0
3641,24.0,neighborhood,hot,363.0
3642,24.0,neighborhood,hot,366.0
3643,24.0,neighborhood,cold,370.0
3644,24.0,neighborhood,hot,379.0
3645,24.0,neighborhood,cold,382.0
3646,24.0,neighborhood,cold,383.0
3647,24.0,neighborhood,cold,386.0
3648,24.0,neighborhood,cold,395.0
3649,24.0,neighborhood,hot,400.0
3650,24.0,neighborhood,cold,404.0
3651,24.0,neighborhood,cold,407.0
3652,24.0,neighborhood,hot,409.0
3653,24.0,neighborhood,hot,412.0
3654,24.0,neighborhood,hot,413.0
3655,24.0,neighborhood,cold,415.0
3656,24.0,neighborhood,hot,420.0
3657,24.0,neighborhood,cold,424.0
3658,24.0,neighborhood,hot,433.0
3659,24.0,neighborhood,cold,434.0
3660,24.0,neighborhood,hot,435.0
3661,24.0,neighborhood,hot,441.0
3662,24.0,neighborhood,cold,442.0
3663,24.0,neighborhood,cold,445.0
3664,24.0,neighborhood,cold,446.0
3665,24.0,neighborhood,hot,450.0
3666,24.0,neighborhood,hot,451.0
3667,24.0,neighborhood,hot,454.0
3668,24.0,neighborhood,cold,458.0
3669,24.0,neighborhood,cold,460.0
3670,24.0,neighborhood,hot,463.0
3671,24.0,neighborhood,cold,467.0
3672,24.0,neighborhood,cold,471.0
3673,24.0,neighborhood,hot,474.0
3674,24.0,neighborhood,hot,475.0
3675,24.0,neighborhood,hot,480.0
3676,24.0,neighborhood,hot,481.0
3677,24.0,neighborhood,cold,484.0
3678,24.0,neighborhood,hot,489.0
3679,24.0,neighborhood,hot,490.0
3680,24.0,neighborhood,hot,495.0
3681,24.0,neighborhood,cold,499.0
3682,24.0,neighborhood,hot,500.0
3683,24.0,neighborhood,hot,501.0
3684,24.0,neighborhood,cold,502.0
3685,24.0,neighborhood,hot,505.0
3686,24.0,neighborhood,cold,506.0
3687,24.0,neighborhood,cold,507.0
3688,24.0,neighborhood,hot,512.0
3689,24.0,neighborhood,cold,513.0
3690,24.0,neighborhood,cold,516.0
3691,24.0,neighborhood,cold,518.0
3692,24.0,neighborhood,cold,519.0
3693,24.0,neighborhood,cold,524.0
3694,24.0,neighborhood,hot,527.0
3695,24.0,neighborhood,cold,528.0
3696,24.0,neighborhood,hot,531.0
3697,24.0,neighborhood,hot,532.0
3698,24.0,neighborhood,hot,536.0
3699,24.0,neighborhood,hot,537.0
3700,24.0,neighborhood,cold,539.0
3701,24.0,neighborhood,cold,540.0
3702,24.0,neighborhood,cold,542.0
3703,24.0,neighborhood,cold,544.0
3704,24.0,neighborhood,hot,548.0
3705,24.0,neighborhood,hot,549.0
3706,24.0,neighborhood,hot,550.0
3707,24.0,neighborhood,hot,553.0
3708,24.0,neighborhood,cold,554.0
3709,24.0,neighborhood,hot,562.0
3710,24.0,neighborhood,hot,563.0
3711,24.0,neighborhood,hot,566.0
3712,24.0,neighborhood,cold,569.0
3713,24.0,neighborhood,cold,571.0
3714,24.0,neighborhood,cold,572.0
3715,24.0,neighborhood,hot,575.0
3716,24.0,neighborhood,cold,578.0
3717,24.0,neighborhood,cold,586.0
3718,24.0,neighborhood,hot,589.0
3719,24.0,neighborhood,cold,590.0
3720,24.0,neighborhood,hot,592.0
3721,24.0,neighborhood,hot,597.0
3722,24.0,neighborhood,hot,600.0
3723,24.0,neighborhood,cold,605.0
3724,24.0,neighborhood,hot,613.0
3725,24.0,neighborhood,cold,614.0
3726,24.0,neighborhood,cold,616.0
3727,24.0,neighborhood,cold,617.0
3728,24.0,neighborhood,cold,618.0
3729,24.0,neighborhood,cold,619.0
3730,24.0,neighborhood,cold,621.0
3731,24.0,neighborhood,hot,623.0
3732,24.0,neighborhood,cold,625.0
3733,24.0,neighborhood,cold,632.0
3734,24.0,neighborhood,cold,633.0
3735,24.0,neighborhood,hot,637.0
3736,24.0,neighborhood,cold,640.0
3737,24.0,neighborhood,cold,641.0
3738,24.0,neighborhood,hot,644.0
3739,24.0,neighborhood,cold,648.0
3740,24.0,neighborhood,cold,649.0
3741,24.0,neighborhood,hot,652.0
3742,24.0,neighborhood,hot,653.0
3743,24.0,neighborhood,cold,654.0
3744,24.0,neighborhood,cold,656.0
3745,24.0,neighborhood,hot,657.0
3746,24.0,neighborhood,cold,658.0
3747,24.0,neighborhood,hot,660.0
3748,24.0,neighborhood,cold,663.0
3749,24.0,neighborhood,cold,664.0
3750,24.0,neighborhood,hot,670.0
3751,24.0,neighborhood,hot,672.0
3752,24.0,neighborhood,hot,679.0
3753,24.0,neighborhood,hot,686.0
3754,24.0,neighborhood,hot,694.0
3755,24.0,neighborhood,cold,695.0
3756,24.0,neighborhood,cold,699.0
3757,24.0,neighborhood,cold,700.0
3758,24.0,neighborhood,hot,702.0
3759,24.0,neighborhood,hot,705.0
3760,24.0,neighborhood,cold,714.0
3761,24.0,neighborhood,cold,716.0
3762,24.0,neighborhood,hot,717.0
3763,24.0,neighborhood,hot,720.0
3764,24.0,neighborhood,hot,722.0
3765,24.0,neighborhood,hot,724.0
3766,24.0,neighborhood,cold,726.0
3767,24.0,neighborhood,cold,727.0
3768,24.0,neighborhood,cold,729.0
3769,25.0,neighborhood,cold,101.0
3770,25.0,neighborhood,hot,102.0
3771,25.0,neighborhood,hot,103.0
3772,25.0,neighborhood,hot,105.0
3773,25.0,neighborhood,hot,109.0
3774,25.0,neighborhood,hot,119.0
3775,25.0,neighborhood,cold,121.0
3776,25.0,neighborhood,cold,125.0
3777,25.0,neighborhood,hot,127.0
3778,25.0,neighborhood,cold,128.0
3779,25.0,neighborhood,cold,131.0
3780,25.0,neighborhood,hot,135.0
3781,25.0,neighborhood,cold,138.0
3782,25.0,neighborhood,cold,148.0
3783,25.0,neighborhood,hot,152.0
3784,25.0,neighborhood,hot,160.0
3785,25.0,neighborhood,hot,161.0
3786,25.0,neighborhood,hot,167.0
3787,25.0,neighborhood,hot,168.0
3788,25.0,neighborhood,hot,172.0
3789,25.0,neighborhood,cold,174.0
3790,25.0,neighborhood,hot,176.0
3791,25.0,neighborhood,cold,182.0
3792,25.0,neighborhood,hot,185.0
3793,25.0,neighborhood,cold,186.0
3794,25.0,neighborhood,cold,188.0
3795,25.0,neighborhood,hot,190.0
3796,25.0,neighborhood,cold,191.0
3797,25.0,neighborhood,hot,193.0
3798,25.0,neighborhood,cold,194.0
3799,25.0,neighborhood,cold,195.0
3800,25.0,neighborhood,cold,202.0
3801,25.0,neighborhood,cold,205.0
3802,25.0,neighborhood,cold,206.0
3803,25.0,neighborhood,hot,209.0
3804,25.0,neighborhood,hot,211.0
3805,25.0,neighborhood,cold,212.0
3806,25.0,neighborhood,hot,214.0
3807,25.0,neighborhood,hot,215.0
3808,25.0,neighborhood,cold,220.0
3809,25.0,neighborhood,cold,221.0
3810,25.0,neighborhood,hot,223.0
3811,25.0,neighborhood,hot,226.0
3812,25.0,neighborhood,hot,227.0
3813,25.0,neighborhood,hot,228.0
3814,25.0,neighborhood,hot,233.0
3815,25.0,neighborhood,hot,234.0
3816,25.0,neighborhood,hot,235.0
3817,25.0,neighborhood,cold,238.0
3818,25.0,neighborhood,hot,239.0
3819,25.0,neighborhood,hot,243.0
3820,25.0,neighborhood,hot,244.0
3821,25.0,neighborhood,cold,245.0
3822,25.0,neighborhood,hot,250.0
3823,25.0,neighborhood,cold,254.0
3824,25.0,neighborhood,hot,260.0
3825,25.0,neighborhood,cold,262.0
3826,25.0,neighborhood,hot,264.0
3827,25.0,neighborhood,hot,265.0
3828,25.0,neighborhood,hot,269.0
3829,25.0,neighborhood,hot,270.0
3830,25.0,neighborhood,hot,272.0
3831,25.0,neighborhood,hot,273.0
3832,25.0,neighborhood,hot,274.0
3833,25.0,neighborhood,hot,278.0
3834,25.0,neighborhood,cold,283.0
3835,25.0,neighborhood,cold,293.0
3836,25.0,neighborhood,cold,295.0
3837,25.0,neighborhood,hot,303.0
3838,25.0,neighborhood,hot,309.0
3839,25.0,neighborhood,hot,315.0
3840,25.0,neighborhood,cold,318.0
3841,25.0,neighborhood,cold,319.0
3842,25.0,neighborhood,cold,320.0
3843,25.0,neighborhood,cold,324.0
3844,25.0,neighborhood,cold,325.0
3845,25.0,neighborhood,cold,327.0
3846,25.0,neighborhood,hot,328.0
3847,25.0,neighborhood,cold,334.0
3848,25.0,neighborhood,hot,335.0
3849,25.0,neighborhood,hot,336.0
3850,25.0,neighborhood,cold,337.0
3851,25.0,neighborhood,hot,338.0
3852,25.0,neighborhood,cold,339.0
3853,25.0,neighborhood,hot,341.0
3854,25.0,neighborhood,hot,343.0
3855,25.0,neighborhood,cold,345.0
3856,25.0,neighborhood,hot,347.0
3857,25.0,neighborhood,hot,348.0
3858,25.0,neighborhood,cold,349.0
3859,25.0,neighborhood,hot,358.0
3860,25.0,neighborhood,cold,359.0
3861,25.0,neighborhood,cold,360.0
3862,25.0,neighborhood,cold,361.0
3863,25.0,neighborhood,cold,362.0
3864,25.0,neighborhood,hot,363.0
3865,25.0,neighborhood,hot,366.0
3866,25.0,neighborhood,cold,367.0
3867,25.0,neighborhood,cold,370.0
3868,25.0,neighborhood,hot,379.0
3869,25.0,neighborhood,cold,380.0
3870,25.0,neighborhood,cold,382.0
3871,25.0,neighborhood,cold,383.0
3872,25.0,neighborhood,cold,384.0
3873,25.0,neighborhood,hot,385.0
3874,25.0,neighborhood,cold,386.0
3875,25.0,neighborhood,cold,395.0
3876,25.0,neighborhood,hot,400.0
3877,25.0,neighborhood,cold,405.0
3878,25.0,neighborhood,cold,407.0
3879,25.0,neighborhood,hot,409.0
3880,25.0,neighborhood,cold,415.0
3881,25.0,neighborhood,hot,420.0
3882,25.0,neighborhood,hot,422.0
3883,25.0,neighborhood,cold,424.0
3884,25.0,neighborhood,hot,428.0
3885,25.0,neighborhood,cold,434.0
3886,25.0,neighborhood,hot,435.0
3887,25.0,neighborhood,hot,437.0
3888,25.0,neighborhood,hot,439.0
3889,25.0,neighborhood,cold,440.0
3890,25.0,neighborhood,hot,441.0
3891,25.0,neighborhood,cold,446.0
3892,25.0,neighborhood,hot,447.0
3893,25.0,neighborhood,hot,450.0
3894,25.0,neighborhood,hot,451.0
3895,25.0,neighborhood,hot,454.0
3896,25.0,neighborhood,cold,458.0
3897,25.0,neighborhood,cold,460.0
3898,25.0,neighborhood,cold,461.0
3899,25.0,neighborhood,hot,463.0
3900,25.0,neighborhood,hot,474.0
3901,25.0,neighborhood,hot,475.0
3902,25.0,neighborhood,cold,478.0
3903,25.0,neighborhood,hot,481.0
3904,25.0,neighborhood,cold,484.0
3905,25.0,neighborhood,hot,489.0
3906,25.0,neighborhood,hot,490.0
3907,25.0,neighborhood,hot,495.0
3908,25.0,neighborhood,hot,496.0
3909,25.0,neighborhood,cold,499.0
3910,25.0,neighborhood,hot,500.0
3911,25.0,neighborhood,cold,506.0
3912,25.0,neighborhood,cold,511.0
3913,25.0,neighborhood,hot,512.0
3914,25.0,neighborhood,cold,513.0
3915,25.0,neighborhood,cold,516.0
3916,25.0,neighborhood,cold,519.0
3917,25.0,neighborhood,hot,521.0
3918,25.0,neighborhood,cold,524.0
3919,25.0,neighborhood,hot,527.0
3920,25.0,neighborhood,cold,528.0
3921,25.0,neighborhood,hot,529.0
3922,25.0,neighborhood,hot,531.0
3923,25.0,neighborhood,hot,532.0
3924,25.0,neighborhood,hot,536.0
3925,25.0,neighborhood,hot,537.0
3926,25.0,neighborhood,cold,539.0
3927,25.0,neighborhood,cold,540.0
3928,25.0,neighborhood,cold,542.0
3929,25.0,neighborhood,cold,544.0
3930,25.0,neighborhood,cold,547.0
3931,25.0,neighborhood,hot,548.0
3932,25.0,neighborhood,hot,553.0
3933,25.0,neighborhood,cold,554.0
3934,25.0,neighborhood,hot,562.0
3935,25.0,neighborhood,hot,563.0
3936,25.0,neighborhood,hot,566.0
3937,25.0,neighborhood,hot,567.0
3938,25.0,neighborhood,cold,571.0
3939,25.0,neighborhood,cold,572.0
3940,25.0,neighborhood,hot,575.0
3941,25.0,neighborhood,cold,576.0
3942,25.0,neighborhood,cold,578.0
3943,25.0,neighborhood,cold,586.0
3944,25.0,neighborhood,hot,589.0
3945,25.0,neighborhood,cold,590.0
3946,25.0,neighborhood,hot,595.0
3947,25.0,neighborhood,hot,597.0
3948,25.0,neighborhood,cold,601.0
3949,25.0,neighborhood,hot,602.0
3950,25.0,neighborhood,hot,613.0
3951,25.0,neighborhood,cold,614.0
3952,25.0,neighborhood,cold,616.0
3953,25.0,neighborhood,cold,617.0
3954,25.0,neighborhood,cold,618.0
3955,25.0,neighborhood,cold,619.0
3956,25.0,neighborhood,hot,623.0
3957,25.0,neighborhood,cold,625.0
3958,25.0,neighborhood,cold,626.0
3959,25.0,neighborhood,cold,629.0
3960,25.0,neighborhood,cold,631.0
3961,25.0,neighborhood,cold,632.0
3962,25.0,neighborhood,cold,633.0
3963,25.0,neighborhood,cold,635.0
3964,25.0,neighborhood,cold,640.0
3965,25.0,neighborhood,cold,641.0
3966,25.0,neighborhood,hot,644.0
3967,25.0,neighborhood,hot,648.0
3968,25.0,neighborhood,cold,649.0
3969,25.0,neighborhood,hot,652.0
3970,25.0,neighborhood,hot,653.0
3971,25.0,neighborhood,cold,658.0
3972,25.0,neighborhood,hot,660.0
3973,25.0,neighborhood,cold,663.0
3974,25.0,neighborhood,cold,664.0
3975,25.0,neighborhood,hot,665.0
3976,25.0,neighborhood,hot,672.0
3977,25.0,neighborhood,cold,676.0
3978,25.0,neighborhood,hot,679.0
3979,25.0,neighborhood,hot,682.0
3980,25.0,neighborhood,hot,684.0
3981,25.0,neighborhood,hot,687.0
3982,25.0,neighborhood,cold,694.0
3983,25.0,neighborhood,cold,695.0
3984,25.0,neighborhood,cold,700.0
3985,25.0,neighborhood,hot,702.0
3986,25.0,neighborhood,cold,703.0
3987,25.0,neighborhood,hot,705.0
3988,25.0,neighborhood,cold,714.0
3989,25.0,neighborhood,cold,716.0
3990,25.0,neighborhood,hot,717.0
3991,25.0,neighborhood,cold,719.0
3992,25.0,neighborhood,hot,722.0
3993,25.0,neighborhood,hot,724.0
3994,25.0,neighborhood,cold,727.0
3995,25.0,neighborhood,cold,729.0
3996,1.0,state,hot,103.0
3997,1.0,state,hot,172.0
3998,1.0,state,hot,209.0
3999,1.0,state,hot,215.0
4000,1.0,state,hot,244.0
4001,1.0,state,hot,269.0
4002,1.0,state,hot,279.0
4003,1.0,state,hot,294.0
4004,1.0,state,hot,322.0
4005,1.0,state,hot,335.0
4006,1.0,state,hot,338.0
4007,1.0,state,hot,347.0
4008,1.0,state,hot,375.0
4009,1.0,state,cold,384.0
4010,1.0,state,hot,441.0
4011,1.0,state,hot,451.0
4012,1.0,state,hot,463.0
4013,1.0,state,hot,484.0
4014,1.0,state,hot,512.0
4015,1.0,state,hot,548.0
4016,1.0,state,hot,549.0
4017,1.0,state,hot,563.0
4018,2.0,state,hot,103.0
4019,2.0,state,hot,105.0
4020,2.0,state,hot,172.0
4021,2.0,state,hot,209.0
4022,2.0,state,hot,215.0
4023,2.0,state,hot,244.0
4024,2.0,state,hot,269.0
4025,2.0,state,hot,279.0
4026,2.0,state,hot,294.0
4027,2.0,state,hot,322.0
4028,2.0,state,hot,335.0
4029,2.0,state,hot,338.0
4030,2.0,state,hot,347.0
4031,2.0,state,hot,375.0
4032,2.0,state,hot,451.0
4033,2.0,state,hot,463.0
4034,2.0,state,hot,484.0
4035,2.0,state,hot,512.0
4036,2.0,state,hot,537.0
4037,2.0,state,hot,548.0
4038,2.0,state,hot,563.0
4039,3.0,state,hot,103.0
4040,3.0,state,hot,172.0
4041,3.0,state,hot,209.0
4042,3.0,state,hot,215.0
4043,3.0,state,hot,244.0
4044,3.0,state,hot,269.0
4045,3.0,state,hot,279.0
4046,3.0,state,hot,294.0
4047,3.0,state,hot,322.0
4048,3.0,state,hot,335.0
4049,3.0,state,hot,338.0
4050,3.0,state,hot,347.0
4051,3.0,state,hot,375.0
4052,3.0,state,cold,384.0
4053,3.0,state,hot,441.0
4054,3.0,state,hot,451.0
4055,3.0,state,hot,463.0
4056,3.0,state,hot,484.0
4057,3.0,state,hot,512.0
4058,3.0,state,hot,529.0
4059,3.0,state,hot,537.0
4060,3.0,state,hot,548.0
4061,3.0,state,hot,549.0
4062,3.0,state,hot,563.0
4063,3.0,state,hot,575.0
4064,4.0,state,hot,103.0
4065,4.0,state,hot,172.0
4066,4.0,state,hot,209.0
